1.1032	-0.9426	
0.9924	-1.0435	
1.0246	-1.0077	
1.1207	-1.0600	
1.1235	-0.8829	
1.0081	-1.0168	
1.1333	-1.3716	
1.0141	-0.7633	
1.1659	-0.8517	
1.0939	-0.8850	
1.0944	-0.8344	
1.0428	-1.1548	
1.1340	-0.9588	
1.0705	-1.2696	
1.1443	-0.8773	
1.0934	-1.0276	
1.0330	-1.1058	
1.0814	-0.9351	
1.1826	-1.1793	
1.0218	-1.0592	
1.0977	-1.0234	
1.1633	-0.8672	
1.1727	-1.3008	
1.0709	-1.1289	
1.0161	-1.0408	
1.0921	-0.9094	
1.1462	-1.1639	
1.0633	-0.7396	
1.1410	-0.8697	
1.1773	-1.2072	
1.0298	-1.0201	
1.1305	-1.0836	
1.1621	-0.9635	
1.1663	-0.9094	
1.2467	-0.8249	
1.1229	-0.7660	
1.0953	-0.9333	
1.0988	-0.7702	
1.0827	-1.4868	
1.0671	-1.0763	
1.1095	-1.3620	
1.1258	-0.8034	
1.0291	-0.9088	
0.9886	-1.1878	
1.2460	-1.3101	
1.0878	-1.0736	
0.8650	-1.1305	
1.1164	-1.1763	
1.0132	-1.1010	
1.1360	-1.1249	
0.9489	-1.1697	
1.1017	-0.8352	
0.9620	-1.0566	
1.1999	-1.1039	
1.0050	-0.8599	
1.0501	-0.5785	
1.0435	-1.2830	
1.0096	-1.2864	
1.0803	-0.9035	
0.9652	-0.9469	
1.1286	-0.8122	
0.9790	-1.0937	
1.0872	-0.6854	
0.9638	-1.1296	
1.0181	-1.1710	
1.0374	-1.2257	
1.0823	-0.8740	
1.1846	-1.1282	
1.1202	-1.0515	
1.0342	-0.8412	
1.1207	-1.1312	
1.1945	-1.2454	
1.0592	-1.0224	
1.1295	-1.0542	
1.0086	-0.9577	
0.9828	-0.9750	
1.1935	-1.0203	
1.2153	-0.8774	
1.0520	-1.1023	
1.2256	-0.6806	
1.1412	-1.0649	
1.2020	-1.4395	
0.9788	-0.9835	
1.1474	-1.0233	
1.1816	-1.0574	
1.0862	-0.6553	
0.9724	-1.1617	
0.9954	-1.0447	
1.0901	-1.0871	
1.0161	-1.0976	
1.1989	-1.2432	
1.0712	-1.2187	
1.0505	-0.8768	
1.0778	-0.6729	
1.1478	-1.1396	
1.0114	-0.6024	
1.2303	-1.2725	
1.2965	-1.1040	
1.0042	-1.2593	
1.0852	-1.0119	
1.1425	-0.8260	
0.9823	-0.9734	
1.0518	-1.1761	
1.1449	-1.2738	
1.0406	-0.8809	
1.0805	-1.4010	
1.0739	-0.9180	
1.1812	-0.8572	
1.1381	-0.8534	
0.9727	-0.6353	
0.8348	-1.0743	
1.1774	-0.7932	
1.1725	-1.1233	
1.0579	-0.8825	
1.0878	-1.0823	
0.8690	-0.8543	
1.0865	-0.8802	
1.1073	-1.0216	
1.0690	-1.1091	
1.0756	-1.0986	
1.0694	-1.1270	
1.0995	-1.0896	
1.1303	-0.9581	
1.0915	-1.0904	
1.2629	-1.2437	
1.1348	-1.1105	
1.0660	-0.8657	
1.0558	-0.9234	
0.9761	-1.2277	
0.9046	-0.6529	
1.2288	-0.9290	
1.1997	-1.0875	
1.1286	-1.0074	
1.1087	-0.9108	
1.1218	-1.1459	
1.2513	-0.9738	
1.0694	-1.3547	
1.2065	-1.0151	
1.1876	-0.9327	
1.0913	-0.8002	
0.9700	-1.1137	
1.2640	-0.9814	
1.1179	-1.0762	
0.9810	-1.2637	
1.0832	-0.9919	
1.1816	-1.3372	
1.0286	-1.1677	
1.1281	-0.9656	
1.0853	-1.0629	
1.0728	-0.8365	
0.8689	-0.1825	
0.8784	-0.0671	
0.8366	-0.3187	
0.9138	-0.5108	
1.0664	-0.2003	
1.0012	-0.0899	
0.9420	-0.4619	
0.9192	-0.1221	
0.8238	-0.4611	
0.9275	-0.0822	
0.9261	-0.3014	
1.1022	-0.0564	
0.9017	-0.3443	
1.0277	0.0358	
0.9343	-0.1904	
0.9229	-0.2600	
0.9800	-0.0786	
1.0027	-0.0477	
1.0834	-0.2822	
0.9215	-0.1981	
0.9567	-0.0206	
0.8823	0.0119	
1.0097	-0.1022	
0.9585	-0.2007	
0.8994	-0.0393	
0.8299	-0.0188	
0.9020	-0.2634	
1.0451	-0.3324	
0.8871	-0.3217	
0.8776	-0.4158	
0.9831	-0.0907	
0.9387	-0.2178	
0.8468	-0.0820	
0.8977	0.0883	
0.9673	-0.4150	
1.1106	-0.4317	
0.8990	-0.0019	
1.0423	-0.4979	
0.8804	0.0627	
0.9022	0.1901	
0.8163	-0.2908	
1.0544	-0.1736	
0.8662	0.0330	
0.9967	-0.0406	
0.9224	0.0175	
0.8449	-0.0814	
0.8194	-0.2789	
0.7895	-0.5119	
0.9338	-0.2459	
0.8508	-0.2201	
1.0184	-0.3362	
0.8730	-0.2678	
1.0310	-0.3771	
1.0286	-0.2105	
1.0042	-0.2080	
1.0387	-0.3395	
0.8619	-0.3798	
0.9167	-0.3418	
0.8860	-0.1181	
0.9148	-0.2755	
0.9882	-0.4613	
1.0273	-0.0992	
1.0273	-0.0835	
0.9142	-0.2924	
0.9832	-0.2901	
0.7895	-0.1416	
0.9624	-0.0646	
0.9711	-0.1860	
0.7889	-0.2841	
0.8750	-0.1179	
0.8855	-0.0838	
1.0527	-0.1089	
0.8773	-0.0316	
0.9154	-0.5077	
0.8923	-0.1821	
0.9586	-0.1943	
0.9551	-0.2555	
0.9415	-0.3742	
0.9259	-0.0474	
0.9571	-0.5235	
0.9059	-0.0400	
0.9409	-0.3281	
0.9517	-0.1288	
1.0239	0.3499	
1.0042	-0.2752	
1.0727	-0.1731	
0.9474	0.0061	
0.9043	0.1138	
0.9615	-0.0619	
0.8070	-0.2005	
0.9127	-0.1450	
0.8552	0.0446	
0.8409	-0.6542	
0.8516	-0.2956	
0.7787	-0.3958	
0.7605	0.0125	
0.9269	0.1370	
0.9179	-0.0545	
0.9961	-0.0797	
0.9620	-0.4636	
0.9002	-0.2463	
0.9621	-0.3076	
0.9878	-0.0385	
0.9085	-0.2090	
0.8637	-0.0036	
0.9751	-0.1638	
0.8957	-0.2822	
0.9119	-0.2733	
0.9846	-0.0697	
1.0205	0.1616	
1.0499	0.1625	
0.8848	-0.2952	
0.8757	-0.1342	
0.8110	0.1155	
1.0252	-0.2494	
0.9264	-0.3106	
0.9415	0.1878	
1.0240	0.0956	
0.8003	-0.1520	
0.9301	-0.2319	
0.7444	-0.3441	
0.7636	-0.1648	
0.8910	-0.0641	
0.8635	-0.2345	
1.0045	-0.1424	
1.0044	-0.0830	
0.8587	-0.1470	
0.8952	-0.2674	
0.9287	-0.2051	
0.9648	-0.0544	
0.9419	-0.1783	
0.8384	-0.1770	
0.8357	-0.7561	
0.9108	0.0546	
0.8455	-0.3266	
0.9277	-0.3302	
0.9579	-0.1716	
1.0544	-0.1140	
0.9926	0.0742	
0.9153	-0.0613	
0.9589	-0.2692	
1.0138	-0.1543	
0.9090	-0.1658	
0.7891	-0.4142	
0.9289	0.3227	
0.8787	-0.0672	
1.0053	0.0412	
0.9552	-0.4334	
0.8481	-0.3387	
0.8194	-0.0052	
1.3917	-0.6438	
1.4210	-0.7390	
1.4140	-0.0262	
1.5333	-0.6371	
1.5538	-0.8354	
1.4548	-0.6222	
1.5077	-0.7007	
1.5699	-0.5073	
1.3800	-0.6495	
1.4921	-0.5598	
1.3654	-0.7028	
1.5656	-0.5232	
1.5235	-0.7134	
1.5223	-0.6097	
1.6401	-0.3902	
1.5295	-0.6668	
1.3116	-0.6201	
1.4792	-0.7480	
1.4985	-0.4931	
1.5282	-0.2443	
1.3559	-0.5129	
1.4099	-0.5078	
1.4744	-0.5695	
1.4113	-0.6294	
1.6149	-0.7019	
1.4506	-0.7258	
1.5228	-0.1503	
1.3069	-0.6895	
1.3353	-0.3787	
1.4185	-0.9385	
1.4908	-0.5265	
1.5032	-0.3095	
1.3566	-0.5810	
1.5020	-0.5513	
1.6001	-0.6427	
1.4846	-0.2749	
1.4336	-0.5931	
1.4119	-0.3229	
1.5797	-0.7240	
1.3779	-0.8454	
1.5217	-0.5001	
1.5669	-0.4077	
1.5341	-0.5861	
1.4720	-0.2901	
1.4181	-0.1474	
1.4009	-0.9204	
1.4988	-0.8773	
1.3303	-0.6079	
1.5332	-0.3104	
1.4203	-0.5418	
1.5919	-0.6598	
1.4710	-0.3849	
1.4574	-0.4207	
1.5005	-0.5983	
1.5570	-0.5569	
1.4031	-0.4595	
1.3835	-0.4351	
1.3245	-0.2396	
1.2946	-0.3586	
1.3612	-0.2388	
1.4849	-0.6107	
1.3948	-0.4138	
1.3912	-0.5061	
1.4225	-0.3202	
1.4816	-0.6668	
1.5506	-0.6734	
1.3883	-0.2780	
1.5153	-0.7710	
1.4560	-0.7579	
1.5242	-0.5504	
1.4989	-0.6622	
1.3814	-0.4323	
1.4488	-0.4513	
1.3763	-0.2840	
1.3940	-0.5110	
1.5400	-0.9150	
1.4104	-0.6008	
1.3693	-0.8834	
1.5823	-0.9350	
1.6539	-0.5568	
1.3524	-0.7116	
1.5350	-0.9276	
1.5141	-0.7729	
1.4822	-0.8171	
1.5840	-0.7087	
1.4391	-0.5227	
1.4950	-0.5838	
1.4232	-0.2615	
1.4472	-0.7816	
1.5846	-0.1121	
1.4595	-0.5734	
1.3852	-0.5275	
1.5039	-0.2997	
1.6288	-0.7944	
1.5444	-0.2423	
1.5893	-0.4219	
1.4455	-0.7413	
1.5388	-0.5256	
1.3545	-0.4360	
1.3395	-0.5973	
1.5202	-0.5573	
1.5611	-0.3322	
1.6030	-0.8172	
1.4854	-0.6178	
1.3760	-0.3223	
1.5176	-0.8021	
1.3515	-0.5121	
1.4200	-0.5981	
1.2184	-0.3792	
1.4396	-0.7207	
1.5098	-0.6850	
1.4188	-0.9462	
1.3388	-0.5069	
1.3300	-0.5759	
1.4471	-0.3661	
1.5601	-0.2079	
1.5220	-0.5602	
1.5150	-0.4775	
1.5249	-0.6312	
1.5474	-0.4766	
1.3127	-0.6661	
1.4875	-0.3153	
1.3420	-0.9457	
1.5900	-0.4787	
1.5897	-0.3992	
1.4243	-0.4944	
1.4469	-0.5670	
1.3595	-0.3429	
1.5142	-0.8292	
1.3537	-0.7419	
1.4694	-0.4549	
1.4810	-0.4799	
1.4685	-0.5471	
1.4170	-0.7776	
1.4949	-0.5124	
1.5621	-0.6619	
1.4928	-0.3360	
1.5323	-0.6153	
1.5552	-0.6400	
1.4154	-0.6990	
1.4078	-0.3101	
1.5324	-0.7341	
1.4532	-0.6115	
1.4490	-0.6418	
1.6132	-0.8721	
1.5535	-0.3238	
1.5521	-0.7557	
1.5150	-0.2237	
1.5043	-0.4001	
1.5724	-0.4831	
1.4099	0.0256	
1.4428	0.3186	
1.3437	0.4020	
1.5446	0.2036	
1.3323	0.4695	
1.4566	0.5986	
1.3112	0.0472	
1.4198	-0.2180	
1.3652	0.2812	
1.4819	0.2488	
1.3907	0.3742	
1.5026	0.3989	
1.5281	-0.0232	
1.1717	0.2638	
1.2940	0.2722	
1.5726	0.2682	
1.3664	0.2377	
1.4003	0.1577	
1.4644	0.5670	
1.4516	0.0200	
1.5979	0.4232	
1.4463	-0.2291	
1.4792	0.4951	
1.4720	0.2256	
1.4974	0.4149	
1.5373	0.1535	
1.3495	0.3897	
1.4431	0.3308	
1.4955	0.1373	
1.4261	0.1654	
1.3502	-0.0666	
1.5338	-0.0488	
1.4109	0.3588	
1.4338	0.2380	
1.2590	0.1319	
1.4087	0.7072	
1.5146	0.3419	
1.5045	0.3827	
1.4187	-0.1595	
1.2963	0.2918	
1.5884	0.1228	
1.5147	0.1194	
1.5485	-0.0121	
1.4314	0.1024	
1.4043	0.4001	
1.4043	-0.0914	
1.3156	0.2924	
1.5591	0.5092	
1.3635	0.5339	
1.4970	0.0873	
1.3189	-0.0915	
1.4881	0.0482	
1.4441	0.3836	
1.4081	0.2671	
1.3414	0.1535	
1.4617	0.1865	
1.5456	0.3553	
1.4578	0.1067	
1.4671	-0.1379	
1.4496	0.1207	
1.3605	0.0104	
1.3440	0.2786	
1.5991	0.3893	
1.4775	0.2777	
1.4545	0.1753	
1.4810	0.4587	
1.2941	0.3581	
1.4582	-0.0272	
1.2968	-0.0269	
1.2582	0.1066	
1.2598	0.3882	
1.3749	0.3540	
1.3728	0.3850	
1.5936	0.5555	
1.7308	0.1134	
1.3224	0.2073	
1.5126	0.2795	
1.3418	0.4920	
1.5360	-0.0169	
1.4904	0.2884	
1.4269	0.1955	
1.4530	0.1693	
1.4935	0.2816	
1.3908	0.1436	
1.3146	0.3929	
1.3110	0.2260	
1.6114	0.2428	
1.4380	0.3118	
1.5555	0.1415	
1.3911	0.2295	
1.4267	0.0642	
1.4176	0.0862	
1.3819	0.1351	
1.3938	0.0168	
1.3778	0.5380	
1.4139	-0.0459	
1.5933	0.3187	
1.4910	0.2201	
1.4857	0.2180	
1.4903	-0.0925	
1.4582	0.3069	
1.3346	0.4541	
1.4457	0.1322	
1.3800	0.2210	
1.4758	-0.0707	
1.2464	0.1295	
1.3772	0.0409	
1.3911	0.2198	
1.5306	0.2875	
1.3787	0.4554	
1.5998	0.3367	
1.5160	0.2855	
1.2276	0.2749	
1.4834	0.3243	
1.4253	0.1673	
1.3444	0.4595	
1.3169	0.2969	
1.4597	0.4151	
1.4020	0.4147	
1.4670	0.3752	
1.2862	-0.0356	
1.3576	0.2567	
1.4480	0.0858	
1.4712	0.1037	
1.4559	-0.0006	
1.5616	0.4386	
1.4625	0.0514	
1.4469	0.0354	
1.4241	0.1649	
1.4213	-0.2106	
1.3876	0.3541	
1.3955	0.2299	
1.3512	0.4113	
1.4067	0.0659	
1.4171	0.3080	
1.5312	0.1458	
1.4303	0.1233	
1.4958	0.1202	
1.3288	0.3767	
1.5042	0.0986	
1.4867	0.4293	
1.4761	-0.1428	
1.4258	0.3297	
1.3871	0.2658	
1.3207	0.2153	
1.3053	0.1484	
1.3574	0.5497	
1.5944	0.3746	
1.3388	-0.1602	
1.4353	0.2696	
0.4948	-0.5934	
0.6079	-0.5511	
0.6800	-0.4633	
0.5845	-0.5675	
0.5111	-0.7655	
0.4196	-0.6917	
0.4700	-0.6105	
0.6087	-0.8371	
0.5803	-1.0366	
0.5156	-0.6298	
0.4938	-0.5896	
0.5369	-0.5607	
0.6147	-0.6349	
0.5759	-0.4470	
0.4972	-0.4611	
0.5983	-0.1290	
0.6296	-0.8019	
0.5086	-0.9542	
0.5432	-0.4565	
0.5971	-0.8384	
0.5511	-0.6780	
0.4866	-0.5282	
0.4651	-0.5099	
0.4067	-0.4434	
0.5509	-0.6047	
0.5705	-0.7714	
0.5506	-0.3596	
0.4760	-0.5895	
0.6178	-0.5641	
0.5707	-0.5697	
0.5019	-0.4198	
0.6595	-0.5469	
0.4010	-0.8048	
0.4870	-0.7105	
0.4206	-0.6877	
0.5326	-0.8634	
0.4511	-0.5385	
0.5830	-0.3714	
0.4839	-0.4189	
0.5200	-0.5780	
0.5224	-0.5559	
0.6289	-0.3698	
0.4295	-0.7778	
0.5443	-0.8269	
0.4558	-0.3371	
0.4761	-0.9710	
0.5208	-0.6221	
0.4736	-0.3778	
0.4712	-0.5862	
0.5852	-0.3617	
0.5429	-0.3507	
0.5363	-0.5266	
0.6271	-0.6243	
0.3883	-0.7680	
0.4290	-0.5841	
0.5322	-0.5831	
0.4129	-0.3027	
0.4983	-0.7844	
0.6014	-0.4145	
0.5780	-0.7575	
0.6116	-0.0683	
0.6568	-0.3113	
0.6104	-0.5394	
0.5435	-0.4683	
0.5702	-0.7437	
0.5314	-0.3682	
0.5619	-0.5533	
0.5487	-0.6126	
0.6099	-0.4024	
0.5381	-0.3716	
0.5672	-0.5047	
0.3948	-0.5605	
0.5509	-0.7950	
0.6464	-0.5968	
0.5753	-0.6207	
0.6107	-0.4774	
0.5041	-0.3428	
0.5677	-0.7271	
0.6207	-0.5061	
0.5925	-0.5017	
0.4603	-0.8822	
0.3975	-0.5180	
0.5584	-0.3984	
0.6197	-0.8534	
0.5250	-0.8572	
0.6185	-0.3165	
0.6023	-0.6242	
0.5257	-0.5740	
0.6165	-0.6698	
0.3733	-0.2870	
0.5678	-0.5703	
0.6105	-0.7308	
0.3492	-0.4770	
0.5062	-0.7291	
0.5964	-0.5166	
0.5632	-0.4642	
0.3903	-0.4885	
0.4987	-0.5102	
0.6513	-0.4646	
0.5918	-0.7765	
0.5635	-0.6047	
0.6205	-0.6995	
0.5190	-0.5674	
0.6607	-0.4799	
